Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
2611,3423512,"""poc. or still vomiting about once daily, however has got less as is not bringing up food now, is now just bringing up white froth and it always seems to be after coughing., no blood. good appetite, e/d really well. still on recovery food with chicken. u/d normally. Teeth - extraction sites healing well, no redness/discharge/pain. sutures still in place. could be tracheal/irritation from et tube and coughing leading to producing froth/bile. asked owner to ring and give us an update in 4-5 days.""",vaccination,28-07-2017 09:17,dog,"""poc. or still vomiting about once daily, however has got less as is not bringing up food now, is now just bringing up white froth and it always seems to be after coughing., no blood. good appetite, e/d really well. still on recovery food with chicken. u/d normally. Teeth - extraction sites healing well, no redness/discharge/pain. sutures still in place. could be tracheal/irritation from et tube and coughing leading to producing froth/bile. asked owner to ring and give us an update in 4-5 days."""
2612,5900473,"improvement in RF since starting meds/ wipes but did has a nibble near the end of the course. much more tolerant of exam, id areas less cheesy.  a littel bt of dry scabbing present but works off easily leaving no friable tissue. stop apoquel.  continue clx wipes longer term - try EVERY OTHER DAY.  see if relapse - may need to consider longer term use otherwise normal check up in 3 months",vaccination,25-03-2019 17:16,dog,"improvement in RF since starting meds/ wipes but did has a nibble near the end of the course. much more tolerant of exam, id areas less cheesy.  a littel bt of dry scabbing present but works off easily leaving no friable tissue. stop apoquel.  continue clx wipes longer term - try EVERY OTHER DAY.  see if relapse - may need to consider longer term use otherwise normal check up in 3 months"
2613,2977926,"""Booster dhpl/kc. OR BAR, DUDE, no V+/D+/coughing/sneezing. CE - BAR. Eyes/ears/skin/LNN wnl. Minor tartar canines, no gingivitis, O brushes occas, advise increase frequency. Thoracic auscultation and abdominal palpation NAD.""",vaccination,03-04-2017 11:52,dog,"""Booster dhpl/kc. OR BAR, DUDE, no V+/D+/coughing/sneezing. CE - BAR. Eyes/ears/skin/LNN wnl. Minor tartar canines, no gingivitis, O brushes occas, advise increase frequency. Thoracic auscultation and abdominal palpation NAD."""
2614,504785,"""pre-op all OK. Fleas noted. book op date""",other_healthy,03-08-2015 09:25,cat,"""pre-op all OK. Fleas noted. book op date"""
2615,4237030,"""coughing. coughing 2-3 days ago, non productive. been getting worse. last niht sounded like was gasping. appears to be coughing at rest.  eating and drinking no change. no signs of exercise intolerence. very bouncy when came into consult room. no vomiting or diarrhea+. coughs occasional fur. clinical exam, bar marked tartar formation, mm pink ,crt < 2, trachael pinch negative. right eye appears very dry has been for several months with mucus stuck to it. hEART Murmur left systolic with possible vibrations. lungs clear. ab palp ok, not fluidy. temp unable to take as very bouncy. unable to do flourecin or shirmer as very wriggly but would advise starting lubrithal on the eyes. advise heart likely cause of cough, would recommend investigating, mentioned that we do have a cardiologist. given some stimates of tests, said to discuss with parents, said can sometimes start medication and see response but is best to know what you are treating and what stage, also atleast to have bloods as a baseline before starting any meds long term.""",other_healthy,20-02-2018 18:37,dog,"""coughing. coughing 2-3 days ago, non productive. been getting worse. last niht sounded like was gasping. appears to be coughing at rest.  eating and drinking no change. no signs of exercise intolerence. very bouncy when came into consult room. no vomiting or diarrhea+. coughs occasional fur. clinical exam, bar marked tartar formation, mm pink ,crt < 2, trachael pinch negative. right eye appears very dry has been for several months with mucus stuck to it. hEART Murmur left systolic with possible vibrations. lungs clear. ab palp ok, not fluidy. temp unable to take as very bouncy. unable to do flourecin or shirmer as very wriggly but would advise starting lubrithal on the eyes. advise heart likely cause of cough, would recommend investigating, mentioned that we do have a cardiologist. given some stimates of tests, said to discuss with parents, said can sometimes start medication and see response but is best to know what you are treating and what stage, also atleast to have bloods as a baseline before starting any meds long term."""
2616,4151126,"""got caught in <<location>> getting out of canal yesterday now lame LH esp when 1st gets up, walking ok in consult, nothing abnormal detected exam suspect strain try nsaids.""",trauma,27-01-2018 09:07,dog,"""got caught in <<location>> getting out of canal yesterday now lame LH esp when 1st gets up, walking ok in consult, nothing abnormal detected exam suspect strain try nsaids."""
2617,4663524,"""2nd vacc. first vacc at 18/6/2018 DHPPi+L. O no concerns. PE unremarkable. v/c/s/d no. EDUF ok. No umbilical hernia. heart/lungs nad. microchip done today. vacc given: L4 sc Kc intranasal. O aware about postvacc side effetcs. next vacc in 2 weeks""",vaccination,28-06-2018 09:12,dog,"""2nd vacc. first vacc at 18/6/2018 DHPPi+L. O no concerns. PE unremarkable. v/c/s/d no. EDUF ok. No umbilical hernia. heart/lungs nad. microchip done today. vacc given: L4 sc Kc intranasal. O aware about postvacc side effetcs. next vacc in 2 weeks"""
2618,6818375,Iso. PTS. Burial at home.,other_unwell,16-10-2019 15:06,canary,Iso. PTS. Burial at home.
2619,4589511,"""Booster. OR no concerns, DUDE all normal.  CE general exam nothing abnormal detected, good bcs and stable weight.  Gave vaccs, O has enough f/w at home. The Flea/Worm treatment dispensed today can be prescribed by a nurse from today for a maximum period of 12 months assuming weight stays within current weight range and the owner reports the animal fit and well.""",vaccination,08-06-2018 15:39,cat,"""Booster. OR no concerns, DUDE all normal.  CE general exam nothing abnormal detected, good bcs and stable weight.  Gave vaccs, O has enough f/w at home. The Flea/Worm treatment dispensed today can be prescribed by a nurse from today for a maximum period of 12 months assuming weight stays within current weight range and the owner reports the animal fit and well."""
2620,3214264,"""Burst CBA L thoracic flank. BAR. E/D N. Outdoor cat.""",trauma,06-06-2017 10:02,cat,"""Burst CBA L thoracic flank. BAR. E/D N. Outdoor cat."""
2621,5495754,". Booster dhpl4 a116b01/a087a01 Or no probs, weight up 400g bcs 5/9 -advise watch not gaining any more, tarter reforming on teeth but not enought for rpt scale yet. Otherwise CE unremarkable.",vaccination,18-12-2018 09:26,dog,". Booster dhpl4 a116b01/a087a01 Or no probs, weight up 400g bcs 5/9 -advise watch not gaining any more, tarter reforming on teeth but not enought for rpt scale yet. Otherwise CE unremarkable."
2622,1770298,"""Check over - all fine.""",vaccination,21-06-2016 10:10,dog,"""Check over - all fine."""
2623,6153320,Myxo/RHD vacc. Generally well. Left eye conjunctivitis and a bit weepy recently. Minor spurs on teeth (no problem eating but possibly connected with eye problem?) A little dandruff but not itchy and no fur loss other than normal moult. May have some Xeno if gets worse. Tail fur very matted but dry and fairly clean. Would need clipping off.,vaccination,24-05-2019 15:45,rabbit,Myxo/RHD vacc. Generally well. Left eye conjunctivitis and a bit weepy recently. Minor spurs on teeth (no problem eating but possibly connected with eye problem?) A little dandruff but not itchy and no fur loss other than normal moult. May have some Xeno if gets worse. Tail fur very matted but dry and fairly clean. Would need clipping off.
2624,504334,""".  doing v well bar is very naughty!! wormend flead and chipped in consult room. advise worm monthly until 6 months of age and can come in for free weight check.""",other_healthy,01-08-2015 11:30,unknown,""".  doing v well bar is very naughty!! wormend flead and chipped in consult room. advise worm monthly until 6 months of age and can come in for free weight check."""
2625,2139026,"""L4 booster. OR no problems. NAD on exam, no concerns. Adv can go out in 1 week.""",vaccination,08-09-2016 17:39,dog,"""L4 booster. OR no problems. NAD on exam, no concerns. Adv can go out in 1 week."""
2626,2445757,"""Booster Nvac L4 A053A01. Gum looking red again left upper carnassial and appears to have pus in the sinus. not too enlarged in malar region but very slight swelling. decision to start antibiotics again, so leave KC and give in 2 weeks time.  HR 140, no murmur heard chest clear. abdo nothing abnormal detected. less good on legs - lies down more at home.""",other_unwell,16-11-2016 10:53,dog,"""Booster Nvac L4 A053A01. Gum looking red again left upper carnassial and appears to have pus in the sinus. not too enlarged in malar region but very slight swelling. decision to start antibiotics again, so leave KC and give in 2 weeks time.  HR 140, no murmur heard chest clear. abdo nothing abnormal detected. less good on legs - lies down more at home."""
2627,2106051,"""yelping at home without much reason. Only for the last 1.5 hr. Owner gave meloicam. Fine once here. No pain to be elecited with manipulation and palpation of abdomen and all 4 legs. Has had surgery twice at PDSA for Urate stones. Adivce prescription diet.""",other_unwell,01-09-2016 18:52,dog,"""yelping at home without much reason. Only for the last 1.5 hr. Owner gave meloicam. Fine once here. No pain to be elecited with manipulation and palpation of abdomen and all 4 legs. Has had surgery twice at PDSA for Urate stones. Adivce prescription diet."""
2628,6395659,"OR no concerns, physical exam NAD givn evacc.",other_healthy,17-07-2019 13:52,dog,"OR no concerns, physical exam NAD givn evacc."
2629,2193080,"""HPC FOC flea check+restart primary vac. Restart primary vaccination course as lapsed with boosters. Infested with adult fleas and flea dirt+++.O has treated the house with Indorex spray and also fumigated with anti-flea products but warned it may take at least 6 weeks to break the flea cycle. May consider Program injection if still flea problem &gt; 6 weeks. Moderate gingivitis observed and owner does report he was rescued as a kitten and had a bout of cat flu when he was a kitten. Explained gingivitis possibly related to this(calici virus) and need to keep an eye on.""",vaccination,21-09-2016 10:25,cat,"""HPC FOC flea check+restart primary vac. Restart primary vaccination course as lapsed with boosters. Infested with adult fleas and flea dirt+++.O has treated the house with Indorex spray and also fumigated with anti-flea products but warned it may take at least 6 weeks to break the flea cycle. May consider Program injection if still flea problem &gt; 6 weeks. Moderate gingivitis observed and owner does report he was rescued as a kitten and had a bout of cat flu when he was a kitten. Explained gingivitis possibly related to this(calici virus) and need to keep an eye on."""
2630,2640301,"""PTS. v+, d+, straining during defecation owner.  mass cremation""",other_healthy,06-01-2017 14:16,cat,"""PTS. v+, d+, straining during defecation owner.  mass cremation"""
2631,2107261,"""o reports doing fine. eating-n. noC. noV/D. wound looks very good. Some mild swelling. ADVISE keep to leash walks!, keep tee shirt on. r/v 7days""",post_op,02-09-2016 10:01,dog,"""o reports doing fine. eating-n. noC. noV/D. wound looks very good. Some mild swelling. ADVISE keep to leash walks!, keep tee shirt on. r/v 7days"""
2632,2961441,"""<<name>>- repeat Meloxaid.""",other_healthy,29-03-2017 12:49,cat,"""<<name>>- repeat Meloxaid."""
2633,2893569,"""booster. DUDE ok no c/s no v heart lungs abd nad GE nad O concerned about water intake and urine output (he drinks around 850 mls per day which is normal), however, to rule out underlying conditions I advised blood and urine tests. O will wait and monitor it. GE nad, no other concerns temp 38 BAR.""",vaccination,11-03-2017 09:01,dog,"""booster. DUDE ok no c/s no v heart lungs abd nad GE nad O concerned about water intake and urine output (he drinks around 850 mls per day which is normal), however, to rule out underlying conditions I advised blood and urine tests. O will wait and monitor it. GE nad, no other concerns temp 38 BAR."""
2634,3714511,"""in good health, KC vacc given.""",vaccination,06-10-2017 14:49,dog,"""in good health, KC vacc given."""
2635,1384968,"""KC vaccination. healthy wriggly dog. tried to clip nails but difficult and bled from one which made things impossible. advise run on concrete. resee if worried.""",other_healthy,29-03-2016 12:55,dog,"""KC vaccination. healthy wriggly dog. tried to clip nails but difficult and bled from one which made things impossible. advise run on concrete. resee if worried."""
2636,6380685,"VACCINATION. owner has no concerns. on clinical exam bar, mucous membranes pink adn moist, moderate tarar still at stage where recommend brushing, bcs is generous 5/9 so suspect 7.5kg will be ideal weight going on many more walks than used to and diet improved, heart fine, lna within normal limits, nothing abnormal detected abdomen palp.",vaccination,15-07-2019 09:52,dog,"VACCINATION. owner has no concerns. on clinical exam bar, mucous membranes pink adn moist, moderate tarar still at stage where recommend brushing, bcs is generous 5/9 so suspect 7.5kg will be ideal weight going on many more walks than used to and diet improved, heart fine, lna within normal limits, nothing abnormal detected abdomen palp."
2637,718266,"""Next appointment in 10 days. O said she is not uncomfortable and she is not scratching ears now. Exam of the left ear: narrowed ear canal externally with inflammation, some yellow wax but not infection. Exam with otoscope, reveals some inflammation but no redness or ulceration of the canal, no wax inside the canal. Plan- I have stopped ear drops with Ab and I have started Triz cleaner with Dex. Re- check in 10 days.""",pruritus,19-10-2015 10:01,dog,"""Next appointment in 10 days. O said she is not uncomfortable and she is not scratching ears now. Exam of the left ear: narrowed ear canal externally with inflammation, some yellow wax but not infection. Exam with otoscope, reveals some inflammation but no redness or ulceration of the canal, no wax inside the canal. Plan- I have stopped ear drops with Ab and I have started Triz cleaner with Dex. Re- check in 10 days."""
2638,3136332,"""ear improved itch is gone> adv use canaural another 5 days and cont apoqel for about a month or longer.  O to continue cleaning the ears and rx if flare up. If flares up once apoquel finished can have another 3 months. -.""",pruritus,15-05-2017 17:45,dog,"""ear improved itch is gone> adv use canaural another 5 days and cont apoqel for about a month or longer.  O to continue cleaning the ears and rx if flare up. If flares up once apoquel finished can have another 3 months. -."""
2639,1195216,"""Wound looks fine apart from small area of breakdown approx 1.75cm long in lower third wound. Remove all but one suture proximal to where tghe breakdown has occured. is suspect thgis may still just be holding wound edges a little so will leave a few more days. Re-ex Thursday/friday.""",post_op,15-02-2016 10:01,dog,"""Wound looks fine apart from small area of breakdown approx 1.75cm long in lower third wound. Remove all but one suture proximal to where tghe breakdown has occured. is suspect thgis may still just be holding wound edges a little so will leave a few more days. Re-ex Thursday/friday."""
2640,4997686,"<<name>> 1st vaccination, GHC - fine. BIOP 3 wks and she has no concerns. Wormed last wk, so not due until 2nd vaccination, advise can start flea treatment then also. Discuss microchip, O keen to do at 2nd vaccination.  Next appointment in 2 weeks.""",vaccination,04-09-2018 09:00,unknown,"<<name>> 1st vaccination, GHC - fine. BIOP 3 wks and she has no concerns. Wormed last wk, so not due until 2nd vaccination, advise can start flea treatment then also. Discuss microchip, O keen to do at 2nd vaccination.  Next appointment in 2 weeks."""
2641,819424,"""vacc RCP wt 3.83kg. owner reportd healthy, no concerns. PE unremarkable. fleas on coat brushing,  admin milbemax and program injection""",vaccination,14-11-2015 10:33,cat,"""vacc RCP wt 3.83kg. owner reportd healthy, no concerns. PE unremarkable. fleas on coat brushing,  admin milbemax and program injection"""
2642,2994878,"""2nd vacc and POC. Some muscle swelling caudal wound, not able to <<location>> any content. Recommend another poc in 5 days, sooner if concerned. Well in herself, given 2nd vacc.  Next appointment in 5 days.""",post_op,06-04-2017 17:43,cat,"""2nd vacc and POC. Some muscle swelling caudal wound, not able to <<location>> any content. Recommend another poc in 5 days, sooner if concerned. Well in herself, given 2nd vacc.  Next appointment in 5 days."""
2643,4008415,"""In for meds check for glaucoma -.  IOP in right eye 14, 19, 14mmHg.  Left eye, 10, 14, 14mmHg so normal bilaterally.  OR doing well otherwise, losing a bit of weight but still eating well and moving around ok and O is pleased with him.  nothing abnormal detected on physical exam.  adised bloods last done in August so will repeat renal bloods in Feburary next year.  in the meantime happy for 6 months of Trusoot 2% apply one drop in the right eye twice daily for 6 months (recheck June/July2018).""",vaccination,18-12-2017 11:32,cat,"""In for meds check for glaucoma -.  IOP in right eye 14, 19, 14mmHg.  Left eye, 10, 14, 14mmHg so normal bilaterally.  OR doing well otherwise, losing a bit of weight but still eating well and moving around ok and O is pleased with him.  nothing abnormal detected on physical exam.  adised bloods last done in August so will repeat renal bloods in Feburary next year.  in the meantime happy for 6 months of Trusoot 2% apply one drop in the right eye twice daily for 6 months (recheck June/July2018)."""
2644,3449949,"""Anal gland masses: - small, hard, firm mass, 1mm x 1mm in left side.  - 2 multifocal, firm mass, 2mm x 2mm in right side.  easily expressed, normal consistency and colour.  Likely neoplasia due to new growth and age. Discussed options of monitoring, FNA biospy, full biospy and bloods. Discussed anal sac carcinoma and hypercalcaemia. O would like to have a think. Will call back if interested.""",other_healthy,03-08-2017 16:39,dog,"""Anal gland masses: - small, hard, firm mass, 1mm x 1mm in left side.  - 2 multifocal, firm mass, 2mm x 2mm in right side.  easily expressed, normal consistency and colour.  Likely neoplasia due to new growth and age. Discussed options of monitoring, FNA biospy, full biospy and bloods. Discussed anal sac carcinoma and hypercalcaemia. O would like to have a think. Will call back if interested."""
2645,170456,"""""",vaccination,30-08-2014 10:26,cat,""""""
2646,3741139,"""Booster DuCat FeLV. Doing well at home, reports up to date with worming but hard to get on. DUDE ok. Pe:BAR, None- Far too aggressive. Given booster DuCat FeLV, due again next year. Any concerns please r\c.""",other_healthy,12-10-2017 18:56,cat,"""Booster DuCat FeLV. Doing well at home, reports up to date with worming but hard to get on. DUDE ok. Pe:BAR, None- Far too aggressive. Given booster DuCat FeLV, due again next year. Any concerns please r\c."""
2647,1536386,"""Stitches digging in a bit, particularly <<location>> of wound where skin edges over-ridden slightly. Removed all stitches and appears to have knitted together ok but small raw edge. Adv still need to prevent from licking and not increase exercise yet for another couple days. If any discharge/appears more open then see back.""",post_op,29-04-2016 09:34,dog,"""Stitches digging in a bit, particularly <<location>> of wound where skin edges over-ridden slightly. Removed all stitches and appears to have knitted together ok but small raw edge. Adv still need to prevent from licking and not increase exercise yet for another couple days. If any discharge/appears more open then see back."""
2648,6131293,"Mass/swelling on the mammary gland. BAR, DUDE ok, pe wnl. ~8-10 cms mass on the right mammary gland. Swollen, painful, hot. O says it grew this last month. O says he thinks it could have been there before last month. Last months swelling disappeared.  Lump. right mammary gland",other_unwell,20-05-2019 16:25,dog,"Mass/swelling on the mammary gland. BAR, DUDE ok, pe wnl. ~8-10 cms mass on the right mammary gland. Swollen, painful, hot. O says it grew this last month. O says he thinks it could have been there before last month. Last months swelling disappeared.  Lump. right mammary gland"
2649,5925437,"POC spay, no concern from owner. Eating/drinking normally, no c/v/d/s. Mild sc fat swelling, muscle layer intact, skin looks perfect. Temp 38.4. H/L within normal limits. Adv 5-10min lead walks only, or garden rest. Final poc in one week, sooner if worried. Next appointment in 1 week. with nurse fine",post_op,01-04-2019 09:43,dog,"POC spay, no concern from owner. Eating/drinking normally, no c/v/d/s. Mild sc fat swelling, muscle layer intact, skin looks perfect. Temp 38.4. H/L within normal limits. Adv 5-10min lead walks only, or garden rest. Final poc in one week, sooner if worried. Next appointment in 1 week. with nurse fine"
2650,5464725,"DISCUSS LIVER ISSUES-DECIDE NOT TO SCAN TODAY.  PLAN IS TO RECK LIVER ENZYMES AGAIN (MAYBE LIVER PROFILE ) IN 2 MONTHS.  was booked in for liver re scan today but owners not really sure why <<location>> going down this route as appears to be fine.  explain that we appeared to find the high liver enzymes when investigationg <<identifier>> episode of acute pain in mid November. liver scan as aport of that investigation also suggestive of something not quite right in liver ALTHOUGH we were not suggetsing that liver was cause of or even anything to do with, the pain. 1 month later we recked liver enzymes and they have gone up a bit- so option to rescan was given.  spoke today with Mr (who is most unsure) and Mrs about all the potential causes of raised liver enzymes.  DD from the non serious benign nodular hyperplasia ,to infiltraions, infections, inflammations, and neoplastic changes. -beningn and malignant.  rescan today would be chance to see if any further changes to liver.  o concerned as dog appears top be 100% fine in self (does drink""fair amount""). explain that can destroy 70% of liver beofre get outward changes.  however as <<name>> is so wlel, we have agreed to monitor liver enzymes further initially- reck ?? liver profile more useful- in 2 months",post_op,11-12-2018 09:04,dog,"DISCUSS LIVER ISSUES-DECIDE NOT TO SCAN TODAY.  PLAN IS TO RECK LIVER ENZYMES AGAIN (MAYBE LIVER PROFILE ) IN 2 MONTHS.  was booked in for liver re scan today but owners not really sure why <<location>> going down this route as appears to be fine.  explain that we appeared to find the high liver enzymes when investigationg <<identifier>> episode of acute pain in mid November. liver scan as aport of that investigation also suggestive of something not quite right in liver ALTHOUGH we were not suggetsing that liver was cause of or even anything to do with, the pain. 1 month later we recked liver enzymes and they have gone up a bit- so option to rescan was given.  spoke today with Mr (who is most unsure) and Mrs about all the potential causes of raised liver enzymes.  DD from the non serious benign nodular hyperplasia ,to infiltraions, infections, inflammations, and neoplastic changes. -beningn and malignant.  rescan today would be chance to see if any further changes to liver.  o concerned as dog appears top be 100% fine in self (does drink""fair amount""). explain that can destroy 70% of liver beofre get outward changes.  however as <<name>> is so wlel, we have agreed to monitor liver enzymes further initially- reck ?? liver profile more useful- in 2 months"
2651,1429362,"""Just over 15mths since last vac, but had a re-start course in 2013 and is an adult cat. discussed with owners but as is an indoors only cat not coming into contact with others happy with one injection as should be adequate. nothing abnormal detected on physical exam except <<location>> of back fur is a little rough and thin - possibly stress-related / allergic? advise start flea treatment in case just the odd few nibbling, and consider using feliway. If not helping please get in touch, might be worhta food trial? rest of physical exam all ok, vaccianted nobivac tricat / felv, endectrid applied in consultation - as long as fine with it can have a <<identifier>> next time.""",vaccination,06-04-2016 14:22,cat,"""Just over 15mths since last vac, but had a re-start course in 2013 and is an adult cat. discussed with owners but as is an indoors only cat not coming into contact with others happy with one injection as should be adequate. nothing abnormal detected on physical exam except <<location>> of back fur is a little rough and thin - possibly stress-related / allergic? advise start flea treatment in case just the odd few nibbling, and consider using feliway. If not helping please get in touch, might be worhta food trial? rest of physical exam all ok, vaccianted nobivac tricat / felv, endectrid applied in consultation - as long as fine with it can have a <<identifier>> next time."""
2652,4353552,"""Has lost 0.2kg. No V at all. On exam slighty stiff left elbow/shoulder flextion but not as painfull as previous. Rest of exam NAD. Advise cont Meloxaid for another 5-7 days, cont lead walks, if doing well can gradually increase exersize and stop meloxaid. If reoccuring re-see/consider GA xrays +/- bloods if needs NSAID longer term. Discussed diet - has lost weight cutting out treats, discussed food type - on a mix of supermarket mixer and wet food. Discussed changing to chappie low fat (advise satiety would be best options but as already loosing weight can trial cheaper diet option first) and to check in with VN in 1 month for reweigh and reveiw.  Next appointment in 1 month. Vet Nurse WEIGHT CHECK""",other_unwell,29-03-2018 09:26,unknown,"""Has lost 0.2kg. No V at all. On exam slighty stiff left elbow/shoulder flextion but not as painfull as previous. Rest of exam NAD. Advise cont Meloxaid for another 5-7 days, cont lead walks, if doing well can gradually increase exersize and stop meloxaid. If reoccuring re-see/consider GA xrays +/- bloods if needs NSAID longer term. Discussed diet - has lost weight cutting out treats, discussed food type - on a mix of supermarket mixer and wet food. Discussed changing to chappie low fat (advise satiety would be best options but as already loosing weight can trial cheaper diet option first) and to check in with VN in 1 month for reweigh and reveiw.  Next appointment in 1 month. Vet Nurse WEIGHT CHECK"""
2653,412097,"""""",post_op,15-05-2015 08:45,dog,""""""
2654,456964,"""ducat/felv vaccinated only re cats temperament, slight weight gain owner not noted any issues at home.""",vaccination,27-06-2015 11:13,cat,"""ducat/felv vaccinated only re cats temperament, slight weight gain owner not noted any issues at home."""
2655,4880367,"""-.""",other_healthy,10-08-2018 10:33,dog,"""-."""
2656,5721959,meds as needed.,other_unwell,12-02-2019 13:54,dog,meds as needed.
2657,6642629,"<<identifier>> bilateral ear infection. bloody waxy debrin in both, despite yound age ear canals slightly stenotic and signs of lynchefication on skin on pinna. cleaned both ears here with cleanotic and q-tips.Spoke to O about allergies enviromental food etc. Suggested hypollargenic strict diet for 2 months as a test and INB spoke about apoquel , cytopoint and steroids. <<name>> booster. We can go ahead with booster when steroids decrease to one tablet a day.",other_unwell,05-09-2019 18:23,dog,"<<identifier>> bilateral ear infection. bloody waxy debrin in both, despite yound age ear canals slightly stenotic and signs of lynchefication on skin on pinna. cleaned both ears here with cleanotic and q-tips.Spoke to O about allergies enviromental food etc. Suggested hypollargenic strict diet for 2 months as a test and INB spoke about apoquel , cytopoint and steroids. <<name>> booster. We can go ahead with booster when steroids decrease to one tablet a day."
2658,440207,"""History: POC splenectomy last week. Clinical Exam: doing great. wound healing as expected. abd palpation ok. mmbs pink, crt<2secs. Differential Diagnosis: recovering well post sx. Plan: continue rest for another few weeks. review if worried.""",post_op,12-06-2015 09:43,dog,"""History: POC splenectomy last week. Clinical Exam: doing great. wound healing as expected. abd palpation ok. mmbs pink, crt<2secs. Differential Diagnosis: recovering well post sx. Plan: continue rest for another few weeks. review if worried."""
2659,5218482,"Nurse clinic- clip nails.  Clipped all claws, well behaved, not too long esp back feet",other_healthy,18-10-2018 16:03,cat,"Nurse clinic- clip nails.  Clipped all claws, well behaved, not too long esp back feet"
2660,6830976,2nd Nobivac TRICAT A378A01,vaccination,18-10-2019 17:41,cat,2nd Nobivac TRICAT A378A01
2661,5965896,vaccination check all well.,vaccination,10-04-2019 09:37,dog,vaccination check all well.
2662,6051597,EAGs: discuss S&P also.,other_healthy,01-05-2019 16:20,dog,EAGs: discuss S&P also.
2663,6477333,"w 6.35kg, has lost 350g, been trying to loose weight. dribbly mouth, not eaten breakfast for the last two days. has ginigvitis and tartar on back teeth, fauces are sore. small ulcer on left side of tongue. ate dreamies in consult but just swallowed them didnt chew. advise need dental, gave est, advise will have some extractions. discuss GA and use of local.  owner will book dental after holiday. gave rim injection as oral meds will be tricky",other_healthy,02-08-2019 10:22,cat,"w 6.35kg, has lost 350g, been trying to loose weight. dribbly mouth, not eaten breakfast for the last two days. has ginigvitis and tartar on back teeth, fauces are sore. small ulcer on left side of tongue. ate dreamies in consult but just swallowed them didnt chew. advise need dental, gave est, advise will have some extractions. discuss GA and use of local.  owner will book dental after holiday. gave rim injection as oral meds will be tricky"
2664,4120063,"""<<name>> - tricat + FeLv. Or that doing well. no concerns. defecating, urinating, drinking, eating normal. no vomiting or diarrhea.  clinical exam. Bar. eyes/nose/ears/ln nothing abnormal detected. teeth clean, no forls. Hr ausc no murmur 152. rr ausc clear. abdo palp comfortable and nothing abnormal detected.  Bcs 7/9 - advise needs to trim off some wieght.  vaccinated. O decl fw""",other_healthy,19-01-2018 09:20,cat,"""<<name>> - tricat + FeLv. Or that doing well. no concerns. defecating, urinating, drinking, eating normal. no vomiting or diarrhea.  clinical exam. Bar. eyes/nose/ears/ln nothing abnormal detected. teeth clean, no forls. Hr ausc no murmur 152. rr ausc clear. abdo palp comfortable and nothing abnormal detected.  Bcs 7/9 - advise needs to trim off some wieght.  vaccinated. O decl fw"""
2665,1547752,"""Diarrhoea. Blood in faeces, not eating today, lethargic. Exam - mucous membranes pink, quiet, alert and responsive, no discomfort on palpation of the abdomen.  Advised probind and bland diet and if no improvement then antibiotics.""",other_healthy,03-05-2016 15:02,dog,"""Diarrhoea. Blood in faeces, not eating today, lethargic. Exam - mucous membranes pink, quiet, alert and responsive, no discomfort on palpation of the abdomen.  Advised probind and bland diet and if no improvement then antibiotics."""
2666,2303426,"""""",other_healthy,14-10-2016 12:27,cat,""""""
2667,2845057,"""Oral check -.  O reports has been chewing on plastic again. Oral disease teeth 207,8 possible 9. 307,8. To phone o re date for further dental work, likely extractions as per prev Xrays.""",other_healthy,27-02-2017 17:41,cat,"""Oral check -.  O reports has been chewing on plastic again. Oral disease teeth 207,8 possible 9. 307,8. To phone o re date for further dental work, likely extractions as per prev Xrays."""
2668,6220714,"O found a staple under chin, removed.",post_op,10-06-2019 10:21,unknown,"O found a staple under chin, removed."
2669,1284010,"""1st leishmaniasis vaccination. Microchip scanned- present and correct: 9<<phone>> 365. Exam: nothing abnormal detected, o reports well in herself and EDDU all ok. VIRBAC CANILEISH 5KU3. Passport signed and stamped in &apos;other vacc&apos; section. Next appointment in 3 weeks. for 2nd Leish vacc (o aware paid for all 3 today as comes in pack of 3)""",vaccination,04-03-2016 17:59,dog,"""1st leishmaniasis vaccination. Microchip scanned- present and correct: 9<<phone>> 365. Exam: nothing abnormal detected, o reports well in herself and EDDU all ok. VIRBAC CANILEISH 5KU3. Passport signed and stamped in &apos;other vacc&apos; section. Next appointment in 3 weeks. for 2nd Leish vacc (o aware paid for all 3 today as comes in pack of 3)"""
2670,567804,"""3 day hx of V+/D+ and inappetance. Vomiting bile and now diarrhea is haemorrhagic. Fairly bright in herself, still active on walks, drinking fine but no interest in food. Clin exam: Mm pink/moist, no skin tent, tense abdo palp (pain vs nervous?), temp 38.9c. Tx with abx, anti-emetics and gastroprotectants. Hydration status ok at this time but adv O that if cont then may req hospitalisation/IVFT.""",gastroenteric,01-09-2015 11:38,dog,"""3 day hx of V+/D+ and inappetance. Vomiting bile and now diarrhea is haemorrhagic. Fairly bright in herself, still active on walks, drinking fine but no interest in food. Clin exam: Mm pink/moist, no skin tent, tense abdo palp (pain vs nervous?), temp 38.9c. Tx with abx, anti-emetics and gastroprotectants. Hydration status ok at this time but adv O that if cont then may req hospitalisation/IVFT."""
